USDCAD Curncy,,,S&P 500 Total Return Index,,,S&P/TSX Composite Total Return Index,,,USGG2YR Index,,,USGG12M Index,,,GCAN2YR Index,,,GCAN12M Index,,,CL1 Comdty,,,Spread of Canadian and US 2 Year Rates,,,Spread of Canadian and US 1 Year Rates,1.2659,,XAU Curncy,,,HG1 Comdty,,,US0003M Index,,,GCAN3M Index,,,DXY Curncy,,,DXY Curncy,,,EURUSD Curncy,,,USDJPY Curncy,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
10/21/2014,1.12,,10/21/2014,"3,538.9020",,10/21/2014,"44,060.8500",,10/21/2014,0.3624,,10/21/2014,0.0964,,10/21/2014,0.9790,,10/21/2014,0.9710,,10/21/2014,82.8100,,10/21/2014,-0.6166,,10/21/2014,-0.8746,,10/21/2014,1248.7,,1/5/2015,276.6,,12/30/2014,0.2552,,4/17/2015,0.638,,10/27/2014,85.495,,10/27/2014,85.495,,10/21/2014,1/1/1900,,10/21/2014,107
10/22/2014,1.12,,10/22/2014,"3,513.4660",,10/22/2014,"43,350.2300",,10/22/2014,0.3582,,10/22/2014,0.0913,,10/22/2014,0.9860,,10/22/2014,0.9750,,10/22/2014,80.5200,,10/22/2014,-0.6278,,10/22/2014,-0.8837,,10/22/2014,1241.27,,1/6/2015,276.7,,12/31/2014,0.2556,,4/20/2015,0.647,,10/28/2014,85.408,,10/28/2014,85.408,,10/22/2014,1/1/1900,,10/22/2014,107.14
10/23/2014,1.12,,10/23/2014,"3,556.6970",,10/23/2014,"43,906.4200",,10/23/2014,0.3863,,10/23/2014,0.0964,,10/23/2014,1.0070,,10/23/2014,0.9710,,10/23/2014,82.0900,,10/23/2014,-0.6207,,10/23/2014,-0.8746,,10/23/2014,1231.84,,1/7/2015,275.85,,1/2/2015,0.2556,,4/21/2015,0.65,,10/29/2014,85.952,,10/29/2014,85.952,,10/23/2014,1/1/1900,,10/23/2014,108.27
10/24/2014,1.12,,10/24/2014,"3,581.8200",,10/24/2014,"44,079.1800",,10/24/2014,0.3859,,10/24/2014,0.0913,,10/24/2014,1.0050,,10/24/2014,0.9710,,10/24/2014,81.0100,,10/24/2014,-0.6191,,10/24/2014,-0.8797,,10/24/2014,1231.01,,1/8/2015,276.95,,1/5/2015,0.2536,,4/22/2015,0.654,,10/30/2014,86.147,,10/30/2014,86.147,,10/24/2014,1/1/1900,,10/24/2014,108.16
10/27/2014,1.12,,10/27/2014,"3,576.4730",,10/27/2014,"43,852.3800",,10/27/2014,0.3816,,10/27/2014,0.0964,,10/27/2014,1.0020,,10/27/2014,0.9700,,10/27/2014,81.0000,,10/27/2014,-0.6204,,10/27/2014,-0.8736,,10/27/2014,1226.62,,1/9/2015,275.45,,1/6/2015,0.2511,,4/23/2015,0.664,,10/31/2014,86.917,,10/31/2014,86.917,,10/27/2014,1/1/1900,,10/27/2014,107.82
10/28/2014,1.12,,10/28/2014,"3,619.1640",,10/28/2014,"44,323.3700",,10/28/2014,0.3937,,10/28/2014,0.0964,,10/28/2014,1.0110,,10/28/2014,0.9760,,10/28/2014,81.4200,,10/28/2014,-0.6173,,10/28/2014,-0.8796,,10/28/2014,1228.52,,1/12/2015,272.55,,1/7/2015,0.2521,,4/24/2015,0.656,,11/3/2014,87.309,,11/3/2014,87.309,,10/28/2014,1/1/1900,,10/28/2014,108.16
10/29/2014,1.12,,10/29/2014,"3,614.5250",,10/29/2014,"44,044.5600",,10/29/2014,0.4811,,10/29/2014,0.1015,,10/29/2014,1.0410,,10/29/2014,0.9840,,10/29/2014,82.2000,,10/29/2014,-0.5599,,10/29/2014,-0.8825,,10/29/2014,1212.15,,1/13/2015,264.4,,1/8/2015,0.2521,,4/27/2015,0.657,,11/4/2014,86.984,,11/4/2014,86.984,,10/29/2014,1/1/1900,,10/29/2014,108.89
10/30/2014,1.12,,10/30/2014,"3,637.3040",,10/30/2014,"43,849.3900",,10/30/2014,0.4693,,10/30/2014,0.1015,,10/30/2014,1.0390,,10/30/2014,0.9810,,10/30/2014,81.1200,,10/30/2014,-0.5697,,10/30/2014,-0.8795,,10/30/2014,1198.85,,1/14/2015,250.55,,1/9/2015,0.2541,,4/28/2015,0.657,,11/5/2014,87.444,,11/5/2014,87.444,,10/30/2014,1/1/1900,,10/30/2014,109.21
10/31/2014,1.13,,10/31/2014,"3,679.9880",,10/31/2014,"44,318.3400",,10/31/2014,0.4914,,10/31/2014,0.0913,,10/31/2014,1.0230,,10/31/2014,0.9800,,10/31/2014,80.5400,,10/31/2014,-0.5316,,10/31/2014,-0.8887,,10/31/2014,1172.94,,1/15/2015,255.8,,1/12/2015,0.2528,,4/29/2015,0.66,,11/6/2014,88.012,,11/6/2014,88.012,,10/31/2014,1/1/1900,,10/31/2014,112.32
11/3/2014,1.14,,11/3/2014,"3,679.5800",,11/3/2014,"44,088.7500",,11/3/2014,0.5114,,11/3/2014,0.0913,,11/3/2014,0.9920,,11/3/2014,0.9800,,11/3/2014,78.7800,,11/3/2014,-0.4806,,11/3/2014,-0.8887,,11/3/2014,1165.63,,1/16/2015,261.7,,1/13/2015,0.2533,,4/30/2015,0.663,,11/7/2014,87.642,,11/7/2014,87.642,,11/3/2014,1/1/1900,,11/3/2014,114.05
11/4/2014,1.14,,11/4/2014,"3,669.1810",,11/4/2014,"43,642.3800",,11/4/2014,0.5116,,11/4/2014,0.0913,,11/4/2014,0.9840,,11/4/2014,0.9800,,11/4/2014,77.1900,,11/4/2014,-0.4724,,11/4/2014,-0.8887,,11/4/2014,1168.39,,1/20/2015,259.4,,1/14/2015,0.2536,,5/1/2015,0.662,,11/10/2014,87.81,,11/10/2014,87.81,,11/4/2014,1/1/1900,,11/4/2014,113.6
11/5/2014,1.14,,11/5/2014,"3,691.3790",,11/5/2014,"44,122.4300",,11/5/2014,0.5217,,11/5/2014,0.0913,,11/5/2014,1.0060,,11/5/2014,0.9800,,11/5/2014,78.6800,,11/5/2014,-0.4843,,11/5/2014,-0.8887,,11/5/2014,1140.54,,1/21/2015,261.25,,1/15/2015,0.2526,,5/4/2015,0.668,,11/11/2014,87.531,,11/11/2014,87.531,,11/5/2014,1/1/1900,,11/5/2014,114.64
11/6/2014,1.14,,11/6/2014,"3,706.4460",,11/6/2014,"44,168.2900",,11/6/2014,0.5497,,11/6/2014,0.0964,,11/6/2014,1.0290,,11/6/2014,0.9800,,11/6/2014,77.9100,,11/6/2014,-0.4793,,11/6/2014,-0.8836,,11/6/2014,1141.92,,1/22/2015,257.85,,1/16/2015,0.2566,,5/5/2015,0.672,,11/12/2014,87.822,,11/12/2014,87.822,,11/6/2014,1/1/1900,,11/6/2014,115.21
11/7/2014,1.13,,11/7/2014,"3,708.4580",,11/7/2014,"44,554.8200",,11/7/2014,0.4985,,11/7/2014,0.0964,,11/7/2014,1.0200,,11/7/2014,0.9820,,11/7/2014,78.6500,,11/7/2014,-0.5215,,11/7/2014,-0.8856,,11/7/2014,1177.97,,1/23/2015,250.15,,1/19/2015,0.2562,,5/6/2015,0.687,,11/13/2014,87.674,,11/13/2014,87.674,,11/7/2014,1/1/1900,,11/7/2014,114.6
11/10/2014,1.14,,11/10/2014,"3,720.2470",,11/10/2014,"44,612.5200",,11/10/2014,0.5349,,11/10/2014,0.0964,,11/10/2014,1.0310,,11/10/2014,0.9800,,11/10/2014,77.4000,,11/10/2014,-0.4961,,11/10/2014,-0.8836,,11/10/2014,1151.47,,1/26/2015,254.3,,1/20/2015,0.2567,,5/7/2015,0.679,,11/14/2014,87.525,,11/14/2014,87.525,,11/10/2014,1/1/1900,,11/10/2014,114.86
11/11/2014,1.13,,11/11/2014,"3,722.8410",,11/11/2014,"44,765.5800",,11/11/2014,0.5349,,11/11/2014,0.0964,,11/11/2014,1.0310,,11/11/2014,0.9850,,11/11/2014,77.9400,,11/11/2014,-0.4961,,11/11/2014,-0.8886,,11/11/2014,1164.33,,1/27/2015,246.25,,1/21/2015,0.2571,,5/8/2015,0.652,,11/17/2014,87.926,,11/17/2014,87.926,,11/11/2014,1/1/1900,,11/11/2014,115.78
11/12/2014,1.13,,11/12/2014,"3,721.2970",,11/12/2014,"45,067.0000",,11/12/2014,0.5392,,11/12/2014,0.1065,,11/12/2014,1.0150,,11/12/2014,0.9800,,11/12/2014,77.1800,,11/12/2014,-0.4758,,11/12/2014,-0.8735,,11/12/2014,1162.6,,1/28/2015,247.95,,1/22/2015,0.2561,,5/11/2015,0.657,,11/18/2014,87.575,,11/18/2014,87.575,,11/12/2014,1/1/1900,,11/12/2014,115.49
11/13/2014,1.14,,11/13/2014,"3,723.5820",,11/13/2014,"44,832.9400",,11/13/2014,0.5153,,11/13/2014,0.1421,,11/13/2014,1.0070,,11/13/2014,0.9790,,11/13/2014,74.2100,,11/13/2014,-0.4917,,11/13/2014,-0.8369,,11/13/2014,1162.55,,1/29/2015,245.15,,1/23/2015,0.2561,,5/12/2015,0.66,,11/19/2014,87.647,,11/19/2014,87.647,,11/13/2014,1/1/1900,,11/13/2014,115.77
11/14/2014,1.13,,11/14/2014,"3,724.9220",,11/14/2014,"45,028.0700",,11/14/2014,0.5119,,11/14/2014,0.1421,,11/14/2014,1.0080,,11/14/2014,0.9790,,11/14/2014,75.8200,,11/14/2014,-0.4961,,11/14/2014,-0.8369,,11/14/2014,1188.75,,1/30/2015,249.45,,1/26/2015,0.2561,,5/13/2015,0.652,,11/20/2014,87.591,,11/20/2014,87.591,,11/14/2014,1/1/1900,,11/14/2014,116.29
11/17/2014,1.13,,11/17/2014,"3,727.8550",,11/17/2014,"45,147.6100",,11/17/2014,0.5080,,11/17/2014,0.1370,,11/17/2014,1.0050,,11/17/2014,0.9800,,11/17/2014,75.6400,,11/17/2014,-0.4970,,11/17/2014,-0.8430,,11/17/2014,1186.57,,2/2/2015,249,,1/27/2015,0.2526,,5/14/2015,0.647,,11/21/2014,88.31,,11/21/2014,88.31,,11/17/2014,1/1/1900,,11/17/2014,116.65
11/18/2014,1.13,,11/18/2014,"3,747.7380",,11/18/2014,"45,428.6300",,11/18/2014,0.5042,,11/18/2014,0.1269,,11/18/2014,1.0050,,11/18/2014,0.9770,,11/18/2014,74.6100,,11/18/2014,-0.5008,,11/18/2014,-0.8501,,11/18/2014,1197.08,,2/3/2015,258.15,,1/28/2015,0.2546,,5/15/2015,0.65,,11/24/2014,88.151,,11/24/2014,88.151,,11/18/2014,1/1/1900,,11/18/2014,116.86
11/19/2014,1.13,,11/19/2014,"3,742.3460",,11/19/2014,"45,457.8700",,11/19/2014,0.5205,,11/19/2014,0.1269,,11/19/2014,1.0300,,11/19/2014,0.9750,,11/19/2014,74.5800,,11/19/2014,-0.5095,,11/19/2014,-0.8481,,11/19/2014,1182.68,,2/4/2015,259.1,,1/29/2015,0.2546,,5/18/2015,0.655,,11/25/2014,87.92,,11/25/2014,87.92,,11/19/2014,1/1/1900,,11/19/2014,117.97
11/20/2014,1.13,,11/20/2014,"3,749.8680",,11/20/2014,"45,747.2100",,11/20/2014,0.5086,,11/20/2014,0.1218,,11/20/2014,1.0450,,11/20/2014,0.9740,,11/20/2014,75.5800,,11/20/2014,-0.5364,,11/20/2014,-0.8522,,11/20/2014,1193.79,,2/5/2015,259.5,,1/30/2015,0.2531,,5/19/2015,0.659,,11/26/2014,87.607,,11/26/2014,87.607,,11/20/2014,1/1/1900,,11/20/2014,118.21
11/21/2014,1.12,,11/21/2014,"3,770.0330",,11/21/2014,"45,865.5000",,11/21/2014,0.5010,,11/21/2014,0.1218,,11/21/2014,1.0660,,11/21/2014,0.9770,,11/21/2014,76.5100,,11/21/2014,-0.5650,,11/21/2014,-0.8552,,11/21/2014,1201.55,,2/6/2015,258.55,,2/2/2015,0.2521,,5/20/2015,0.665,,11/27/2014,87.607,,11/27/2014,87.607,,11/21/2014,1/1/1900,,11/21/2014,117.79
11/24/2014,1.13,,11/24/2014,"3,780.8810",,11/24/2014,"45,582.0500",,11/24/2014,0.4930,,11/24/2014,0.1167,,11/24/2014,1.0590,,11/24/2014,0.9750,,11/24/2014,75.7800,,11/24/2014,-0.5660,,11/24/2014,-0.8583,,11/24/2014,1197.14,,2/9/2015,258.05,,2/3/2015,0.2551,,5/21/2015,0.642,,11/28/2014,88.356,,11/28/2014,88.356,,11/24/2014,1/1/1900,,11/24/2014,118.27
11/25/2014,1.13,,11/25/2014,"3,776.9440",,11/25/2014,"45,761.7600",,11/25/2014,0.5197,,11/25/2014,0.1218,,11/25/2014,1.0460,,11/25/2014,0.9750,,11/25/2014,74.0900,,11/25/2014,-0.5263,,11/25/2014,-0.8532,,11/25/2014,1200.98,,2/10/2015,255.15,,2/4/2015,0.2551,,5/22/2015,0.641,,12/1/2014,87.946,,12/1/2014,87.946,,11/25/2014,1/1/1900,,11/25/2014,117.97
11/26/2014,1.12,,11/26/2014,"3,788.4160",,11/26/2014,"45,677.5900",,11/26/2014,0.5157,,11/26/2014,0.1218,,11/26/2014,1.0410,,11/26/2014,0.9750,,11/26/2014,73.6900,,11/26/2014,-0.5253,,11/26/2014,-0.8532,,11/26/2014,1197.87,,2/11/2015,254.1,,2/5/2015,0.2561,,5/25/2015,0.634,,12/2/2014,88.647,,12/2/2014,88.647,,11/26/2014,1/1/1900,,11/26/2014,117.73
11/27/2014,1.13,,11/27/2014,"3,788.4160",,11/27/2014,"45,327.7700",,11/27/2014,0.5157,,11/27/2014,0.1218,,11/27/2014,1.0260,,11/27/2014,0.9750,,11/27/2014,73.6900,,11/27/2014,-0.5103,,11/27/2014,-0.8532,,11/27/2014,1192.67,,2/12/2015,260.2,,2/6/2015,0.2556,,5/26/2015,0.633,,12/3/2014,88.956,,12/3/2014,88.956,,11/27/2014,1/1/1900,,11/27/2014,117.71
11/28/2014,1.14,,11/28/2014,"3,778.9600",,11/28/2014,"44,788.7200",,11/28/2014,0.4685,,11/28/2014,0.1167,,11/28/2014,0.9940,,11/28/2014,0.9740,,11/28/2014,66.1500,,11/28/2014,-0.5255,,11/28/2014,-0.8573,,11/28/2014,1167.38,,2/13/2015,260.5,,2/9/2015,0.25835,,5/27/2015,0.636,,12/4/2014,88.704,,12/4/2014,88.704,,11/28/2014,1/1/1900,,11/28/2014,118.63
12/1/2014,1.13,,12/1/2014,"3,753.3120",,12/1/2014,"44,439.0800",,12/1/2014,0.4961,,12/1/2014,0.1167,,12/1/2014,0.9920,,12/1/2014,0.9700,,12/1/2014,69.0000,,12/1/2014,-0.4959,,12/1/2014,-0.8533,,12/1/2014,1212.1,,2/17/2015,258.15,,2/10/2015,0.2581,,5/28/2015,0.635,,12/5/2014,89.334,,12/5/2014,89.334,,12/1/2014,1/1/1900,,12/1/2014,118.4
12/2/2014,1.14,,12/2/2014,"3,777.4690",,12/2/2014,"44,424.4800",,12/2/2014,0.5355,,12/2/2014,0.1167,,12/2/2014,1.0100,,12/2/2014,0.9700,,12/2/2014,66.8800,,12/2/2014,-0.4745,,12/2/2014,-0.8533,,12/2/2014,1198.28,,2/18/2015,261.45,,2/11/2015,0.2581,,5/29/2015,0.634,,12/8/2014,89.041,,12/8/2014,89.041,,12/2/2014,1/1/1900,,12/2/2014,119.21
12/3/2014,1.14,,12/3/2014,"3,792.6880",,12/3/2014,"44,832.0900",,12/3/2014,0.5554,,12/3/2014,0.1167,,12/3/2014,1.0260,,12/3/2014,0.9700,,12/3/2014,67.3800,,12/3/2014,-0.4706,,12/3/2014,-0.8533,,12/3/2014,1209.43,,2/19/2015,262,,2/12/2015,0.2581,,6/1/2015,0.618,,12/9/2014,88.69,,12/9/2014,88.69,,12/3/2014,1/1/1900,,12/3/2014,119.79
12/4/2014,1.14,,12/4/2014,"3,788.3440",,12/4/2014,"43,968.7800",,12/4/2014,0.5396,,12/4/2014,0.1218,,12/4/2014,1.0170,,12/4/2014,0.9690,,12/4/2014,66.8100,,12/4/2014,-0.4774,,12/4/2014,-0.8472,,12/4/2014,1205.27,,2/20/2015,259.45,,2/13/2015,0.2571,,6/2/2015,0.612,,12/10/2014,88.271,,12/10/2014,88.271,,12/4/2014,1/1/1900,,12/4/2014,119.78
12/5/2014,1.14,,12/5/2014,"3,794.6800",,12/5/2014,"43,980.1900",,12/5/2014,0.6433,,12/5/2014,0.1370,,12/5/2014,1.0470,,12/5/2014,0.9720,,12/5/2014,65.8400,,12/5/2014,-0.4037,,12/5/2014,-0.8350,,12/5/2014,1192.35,,2/23/2015,259.25,,2/16/2015,0.2562,,6/3/2015,0.624,,12/11/2014,88.663,,12/11/2014,88.663,,12/5/2014,1/1/1900,,12/5/2014,121.46
12/8/2014,1.15,,12/8/2014,"3,767.7010",,12/8/2014,"42,986.4700",,12/8/2014,0.6275,,12/8/2014,0.1421,,12/8/2014,1.0260,,12/8/2014,0.9700,,12/8/2014,63.0500,,12/8/2014,-0.3985,,12/8/2014,-0.8279,,12/8/2014,1203.51,,2/24/2015,264.8,,2/17/2015,0.2567,,6/4/2015,0.616,,12/12/2014,88.363,,12/12/2014,88.363,,12/8/2014,1/1/1900,,12/8/2014,120.69
12/9/2014,1.14,,12/9/2014,"3,766.8320",,12/9/2014,"43,154.6700",,12/9/2014,0.6117,,12/9/2014,0.1573,,12/9/2014,1.0200,,12/9/2014,0.9700,,12/9/2014,63.8200,,12/9/2014,-0.4083,,12/9/2014,-0.8127,,12/9/2014,1231.06,,2/25/2015,266.35,,2/18/2015,0.2606,,6/5/2015,0.633,,12/15/2014,88.46,,12/15/2014,88.46,,12/9/2014,1/1/1900,,12/9/2014,119.69
12/10/2014,1.15,,12/10/2014,"3,705.5070",,12/10/2014,"42,120.9400",,12/10/2014,0.5679,,12/10/2014,0.2031,,12/10/2014,0.9990,,12/10/2014,0.9700,,12/10/2014,60.9400,,12/10/2014,-0.4311,,12/10/2014,-0.7669,,12/10/2014,1226.31,,2/26/2015,271.4,,2/19/2015,0.2615,,6/8/2015,0.634,,12/16/2014,88.125,,12/16/2014,88.125,,12/10/2014,1/1/1900,,12/10/2014,117.82
12/11/2014,1.15,,12/11/2014,"3,723.3180",,12/11/2014,"42,312.8600",,12/11/2014,0.6000,,12/11/2014,0.2031,,12/11/2014,1.0190,,12/11/2014,0.9700,,12/11/2014,59.9500,,12/11/2014,-0.4190,,12/11/2014,-0.7669,,12/11/2014,1227.72,,2/27/2015,271.6,,2/20/2015,0.2626,,6/9/2015,0.633,,12/17/2014,89.133,,12/17/2014,89.133,,12/11/2014,1/1/1900,,12/11/2014,118.65
12/12/2014,1.16,,12/12/2014,"3,663.0970",,12/12/2014,"41,784.2100",,12/12/2014,0.5401,,12/12/2014,0.1878,,12/12/2014,0.9640,,12/12/2014,0.9680,,12/12/2014,57.8100,,12/12/2014,-0.4239,,12/12/2014,-0.7802,,12/12/2014,1222.59,,3/2/2015,271.1,,2/23/2015,0.2616,,6/10/2015,0.636,,12/18/2014,89.235,,12/18/2014,89.235,,12/12/2014,1/1/1900,,12/12/2014,118.75
12/15/2014,1.17,,12/15/2014,"3,639.9690",,12/15/2014,"41,707.7100",,12/15/2014,0.5764,,12/15/2014,0.1929,,12/15/2014,0.9760,,12/15/2014,0.9640,,12/15/2014,55.9100,,12/15/2014,-0.3996,,12/15/2014,-0.7711,,12/15/2014,1193.23,,3/3/2015,267.35,,2/24/2015,0.2611,,6/11/2015,0.635,,12/19/2014,89.598,,12/19/2014,89.598,,12/15/2014,1/1/1900,,12/15/2014,117.82
12/16/2014,1.16,,12/16/2014,"3,609.0620",,12/16/2014,"42,184.0300",,12/16/2014,0.5523,,12/16/2014,0.1980,,12/16/2014,0.9550,,12/16/2014,0.9700,,12/16/2014,55.9300,,12/16/2014,-0.4027,,12/16/2014,-0.7720,,12/16/2014,1197.01,,3/4/2015,267.7,,2/25/2015,0.2609,,6/12/2015,0.634,,12/22/2014,89.77,,12/22/2014,89.77,,12/16/2014,1/1/1900,,12/16/2014,116.41
12/17/2014,1.16,,12/17/2014,"3,682.6960",,12/17/2014,"43,256.3800",,12/17/2014,0.6170,,12/17/2014,0.2183,,12/17/2014,1.0030,,12/17/2014,0.9700,,12/17/2014,56.4700,,12/17/2014,-0.3860,,12/17/2014,-0.7517,,12/17/2014,1189.71,,3/5/2015,267.2,,2/26/2015,0.2616,,6/15/2015,0.634,,12/23/2014,90.064,,12/23/2014,90.064,,12/17/2014,1/1/1900,,12/17/2014,118.65
12/18/2014,1.16,,12/18/2014,"3,771.7170",,12/18/2014,"43,663.3100",,12/18/2014,0.6313,,12/18/2014,0.2387,,12/18/2014,1.0200,,12/18/2014,0.9770,,12/18/2014,54.1100,,12/18/2014,-0.3887,,12/18/2014,-0.7383,,12/18/2014,1198.57,,3/6/2015,262.9,,2/27/2015,0.26185,,6/16/2015,0.633,,12/24/2014,89.967,,12/24/2014,89.967,,12/18/2014,1/1/1900,,12/18/2014,118.84
12/19/2014,1.16,,12/19/2014,"3,788.9740",,12/19/2014,"44,033.2400",,12/19/2014,0.6380,,12/19/2014,0.2438,,12/19/2014,1.0130,,12/19/2014,0.9770,,12/19/2014,56.5200,,12/19/2014,-0.3750,,12/19/2014,-0.7332,,12/19/2014,1195.74,,3/9/2015,268.7,,3/2/2015,0.26095,,6/17/2015,0.637,,12/25/2014,89.835,,12/25/2014,89.835,,12/19/2014,1/1/1900,,12/19/2014,119.5
12/22/2014,1.16,,12/22/2014,"3,803.9430",,12/22/2014,"43,924.0500",,12/22/2014,0.6586,,12/22/2014,0.2489,,12/22/2014,1.0220,,12/22/2014,0.9790,,12/22/2014,55.2600,,12/22/2014,-0.3634,,12/22/2014,-0.7301,,12/22/2014,1176.44,,3/10/2015,263.5,,3/3/2015,0.26515,,6/18/2015,0.616,,12/26/2014,90.03,,12/26/2014,90.03,,12/22/2014,1/1/1900,,12/22/2014,120.05
12/23/2014,1.16,,12/23/2014,"3,810.7760",,12/23/2014,"44,430.5000",,12/23/2014,0.7393,,12/23/2014,0.2438,,12/23/2014,1.0550,,12/23/2014,0.9850,,12/23/2014,57.1200,,12/23/2014,-0.3157,,12/23/2014,-0.7412,,12/23/2014,1176.57,,3/11/2015,262.25,,3/4/2015,0.2636,,6/19/2015,0.603,,12/29/2014,90.19,,12/29/2014,90.19,,12/23/2014,1/1/1900,,12/23/2014,120.69
12/24/2014,1.16,,12/24/2014,"3,810.3910",,12/24/2014,"44,477.3000",,12/24/2014,0.7393,,12/24/2014,0.2387,,12/24/2014,1.0560,,12/24/2014,0.9860,,12/24/2014,55.8400,,12/24/2014,-0.3167,,12/24/2014,-0.7473,,12/24/2014,1173.8,,3/12/2015,267.45,,3/5/2015,0.2636,,6/22/2015,0.595,,12/30/2014,89.991,,12/30/2014,89.991,,12/24/2014,1/1/1900,,12/24/2014,120.51
12/25/2014,1.16,,12/25/2014,"3,810.3910",,12/25/2014,"44,477.3000",,12/25/2014,0.7393,,12/25/2014,0.2387,,12/25/2014,1.0560,,12/25/2014,1.0020,,12/25/2014,55.8400,,12/25/2014,-0.3167,,12/25/2014,-0.7633,,12/25/2014,1173.8,,3/13/2015,267.85,,3/6/2015,0.2646,,6/23/2015,0.594,,12/31/2014,90.269,,12/31/2014,90.269,,12/25/2014,1/1/1900,,12/25/2014,120.1
12/26/2014,1.16,,12/26/2014,"3,823.0000",,12/26/2014,"44,477.3000",,12/26/2014,0.7393,,12/26/2014,0.2285,,12/26/2014,1.0590,,12/26/2014,0.9960,,12/26/2014,54.7300,,12/26/2014,-0.3197,,12/26/2014,-0.7675,,12/26/2014,1196,,3/16/2015,267.75,,3/9/2015,0.2666,,6/24/2015,0.58,,1/1/2015,90.276,,1/1/2015,90.276,,12/26/2014,1/1/1900,,12/26/2014,120.31
12/29/2014,1.16,,12/29/2014,"3,826.9550",,12/29/2014,"44,686.4300",,12/29/2014,0.7078,,12/29/2014,0.2132,,12/29/2014,1.0340,,12/29/2014,0.9930,,12/29/2014,53.6100,,12/29/2014,-0.3262,,12/29/2014,-0.7798,,12/29/2014,1183.29,,3/17/2015,264.15,,3/10/2015,0.2677,,6/25/2015,0.582,,1/2/2015,91.08,,1/2/2015,91.08,,12/29/2014,1/1/1900,,12/29/2014,120.67
12/30/2014,1.16,,12/30/2014,"3,808.6890",,12/30/2014,"44,614.3000",,12/30/2014,0.6841,,12/30/2014,0.1929,,12/30/2014,1.0200,,12/30/2014,0.9950,,12/30/2014,54.1200,,12/30/2014,-0.3359,,12/30/2014,-0.8021,,12/30/2014,1200.55,,3/18/2015,258.7,,3/11/2015,0.2699,,6/26/2015,0.581,,1/5/2015,91.378,,1/5/2015,91.378,,12/30/2014,1/1/1900,,12/30/2014,119.48
12/31/2014,1.16,,12/31/2014,"3,769.4400",,12/31/2014,"44,591.1300",,12/31/2014,0.6645,,12/31/2014,0.2132,,12/31/2014,1.0120,,12/31/2014,0.9940,,12/31/2014,53.2700,,12/31/2014,-0.3475,,12/31/2014,-0.7808,,12/31/2014,1184.37,,3/19/2015,267.45,,3/12/2015,0.2706,,6/29/2015,0.58,,1/6/2015,91.499,,1/6/2015,91.499,,12/31/2014,1/1/1900,,12/31/2014,119.78
1/1/2015,1.16,,1/1/2015,"3,769.4400",,1/1/2015,"44,591.1300",,1/1/2015,0.6645,,1/1/2015,0.2132,,1/1/2015,1.0120,,1/1/2015,1.0000,,1/1/2015,53.2700,,1/1/2015,-0.3475,,1/1/2015,-0.7868,,1/1/2015,1181.98,,3/20/2015,277.5,,3/13/2015,0.27065,,6/30/2015,0.578,,1/7/2015,91.89,,1/7/2015,91.89,,1/1/2015,1/1/1900,,1/1/2015,119.74
1/2/2015,1.18,,1/2/2015,"3,768.6800",,1/2/2015,"45,001.3000",,1/2/2015,0.6647,,1/2/2015,0.2183,,1/2/2015,1.0010,,1/2/2015,0.9900,,1/2/2015,52.6900,,1/2/2015,-0.3363,,1/2/2015,-0.7717,,1/2/2015,1188.39,,3/23/2015,280.8,,3/16/2015,0.27015,,7/1/2015,0.597,,1/8/2015,92.368,,1/8/2015,92.368,,1/2/2015,1/1/1900,,1/2/2015,120.5
1/5/2015,1.18,,1/5/2015,"3,700.0330",,1/5/2015,"43,900.7700",,1/5/2015,0.6568,,1/5/2015,0.2132,,1/5/2015,0.9810,,1/5/2015,0.9850,,1/5/2015,50.0400,,1/5/2015,-0.3242,,1/5/2015,-0.7718,,1/5/2015,1204.86,,3/24/2015,281.5,,3/17/2015,0.26935,,7/2/2015,0.571,,1/9/2015,91.935,,1/9/2015,91.935,,1/5/2015,1/1/1900,,1/5/2015,119.64
1/6/2015,1.18,,1/6/2015,"3,667.1380",,1/6/2015,"43,455.9000",,1/6/2015,0.6250,,1/6/2015,0.2031,,1/6/2015,0.9560,,1/6/2015,0.9790,,1/6/2015,47.9300,,1/6/2015,-0.3310,,1/6/2015,-0.7759,,1/6/2015,1218.58,,3/25/2015,280.5,,3/18/2015,0.2703,,7/3/2015,0.569,,1/12/2015,91.983,,1/12/2015,91.983,,1/6/2015,1/1/1900,,1/6/2015,118.39
1/7/2015,1.18,,1/7/2015,"3,710.9420",,1/7/2015,"43,572.6100",,1/7/2015,0.6091,,1/7/2015,0.2438,,1/7/2015,0.9710,,1/7/2015,0.9800,,1/7/2015,48.6500,,1/7/2015,-0.3619,,1/7/2015,-0.7362,,1/7/2015,1211.41,,3/26/2015,282.15,,3/19/2015,0.26455,,7/6/2015,0.544,,1/13/2015,92.31,,1/13/2015,92.31,,1/7/2015,1/1/1900,,1/7/2015,119.26
